Time;Latitude;Longitude;Accuracy;Cell ID;LAC;MCC;MNC;Color;Signal Strength;Type;
2014-08-05 18-14-30;45.04735403;7.67735855;15;142064-8;12232;222;88;#ff7300;-117;LTE;
2014-08-05 18-14-35;45.04726195;7.67740089;21;142064-8;12232;222;88;#ff7300;-117;LTE;
2014-08-06 10-23-49;45.0642982;7.6618333;27;142051-7;12232;222;88;#ff8800;-113;LTE;
2014-08-28 19-09-41;45.0586397;7.6628771;39;31643;13041;222;88;#ffcc00;-89;UMTS;
2014-08-28 19-09-56;45.05858023;7.662869;41;31643;13041;222;88;#efff00;-81;UMTS;
2014-08-28 19-10-01;45.0585987;7.6629638;34;31643;13041;222;88;#ffff00;-83;UMTS;
2014-08-28 19-10-12;45.05874497;7.66323401;45;17281;13041;222;88;#ffee00;-85;UMTS;
2014-08-28 19-10-23;45.0585456;7.6629953;39;17281;13041;222;88;#ffbb00;-91;UMTS;
2014-08-28 19-10-29;45.0585791;7.6630617;37;17281;13041;222;88;#efff00;-81;UMTS;
2014-08-28 19-10-59;45.0585314;7.66311;34;17281;13041;222;88;#ffff00;-83;UMTS;
2014-08-28 19-11-06;45.05841849;7.66314133;30;17281;13041;222;88;#ffdd00;-87;UMTS;
2014-08-28 19-11-11;45.05823963;7.66331367;31;17281;13041;222;88;#ffdd00;-87;UMTS;
2014-08-28 19-11-19;45.0584952;7.6631661;36;17281;13041;222;88;#ffdd00;-87;UMTS;
2014-08-28 19-11-25;45.05837558;7.66330775;13;17281;13041;222;88;#ffdd00;-87;UMTS;
2014-08-28 19-11-30;45.05827617;7.66345239;19;17281;13041;222;88;#ffdd00;-87;UMTS;
2014-08-28 19-11-35;45.05834363;7.66376877;27;17281;13041;222;88;#ffdd00;-87;UMTS;
2014-08-28 19-11-40;45.0584952;7.6631661;36;17281;13041;222;88;#ffdd00;-87;UMTS;
2014-08-28 19-11-41;45.05840921;7.66369737;35;17281;13041;222;88;#ffdd00;-87;UMTS;
2014-08-28 19-11-50;45.05828158;7.66379377;19;17281;13041;222;88;#ffdd00;-87;UMTS;
2014-08-28 19-12-00;45.0579186;7.6640947;48;17281;13041;222;88;#ffdd00;-87;UMTS;
2014-08-28 19-12-01;45.05819529;7.66383762;25;17281;13041;222;88;#ffdd00;-87;UMTS;
2014-08-28 19-12-08;45.0579231;7.6641191;43;17281;13041;222;88;#ffdd00;-87;UMTS;
2014-08-28 19-12-15;45.05816996;7.66386783;41;17281;13041;222;88;#ffdd00;-87;UMTS;
2014-08-28 19-12-33;45.0578766;7.6644729;37;17281;13041;222;88;#ffdd00;-87;UMTS;
2014-08-28 19-12-44;45.0578258;7.664508;36;17281;13041;222;88;#ffdd00;-87;UMTS;
2014-08-28 19-13-43;45.0569469;7.6649222;46;31643;13041;222;88;#ff6600;-101;UMTS;
2014-08-29 16-00-41;45.0642997;7.6618796;21;142051-7;12232;222;88;#ff9100;-111;LTE;
2014-08-29 16-02-44;45.0643616;7.6618597;34;17280;13041;222;88;#ffcc00;-89;UMTS;
2014-08-29 16-03-04;45.0645152;7.6618089;24;6120;13041;222;88;#ff9900;-95;UMTS;
2014-08-29 16-03-05;45.06437987;7.66193774;46;6120;13041;222;88;#ff9900;-95;UMTS;
2014-08-29 16-03-24;45.0648595;7.6618041;30;31642;13041;222;88;#ffcc00;-89;UMTS;
2014-08-29 16-03-25;45.06442706;7.66193603;48;31642;13041;222;88;#ffcc00;-89;UMTS;
2014-08-29 16-03-41;45.06487657;7.66135604;15;6120;13041;222;88;#ffaa00;-93;UMTS;
2014-08-29 16-03-44;45.064848;7.6617522;28;6120;13041;222;88;#ffcc00;-89;UMTS;
2014-08-29 16-03-46;45.06490049;7.66141641;15;6120;13041;222;88;#ffcc00;-89;UMTS;
2014-08-29 16-03-51;45.06487164;7.66127399;13;6120;13041;222;88;#ffbb00;-91;UMTS;
2014-08-29 16-03-56;45.06487193;7.66116635;13;6120;13041;222;88;#ffdd00;-87;UMTS;
2014-08-29 16-04-01;45.06488638;7.66107417;12;142051-7;12232;222;88;#ff5e00;-121;LTE;
2014-08-29 16-04-04;45.0648785;7.6615925;40;142051-7;12232;222;88;#ffcc00;-100;LTE;
2014-08-29 16-04-06;45.0648544;7.66102776;11;142051-7;12232;222;88;#ffdd00;-96;LTE;
2014-08-29 16-04-15;45.0648785;7.6615925;40;142051-7;12232;222;88;#ffbb00;-103;LTE;
2014-08-29 16-04-16;45.06476921;7.66095397;11;142051-7;12232;222;88;#ffbb00;-103;LTE;
2014-08-29 16-04-21;45.06471376;7.66088728;11;142051-7;12232;222;88;#ffa600;-107;LTE;
2014-08-29 16-04-26;45.06467101;7.66084612;10;142051-7;12232;222;88;#ffee00;-93;LTE;
2014-08-29 16-04-31;45.06461788;7.66081094;11;142051-7;12232;222;88;#ffd500;-98;LTE;
2014-08-29 16-04-35;45.0647841;7.6606196;40;142051-7;12232;222;88;#ffbb00;-103;LTE;
2014-08-29 16-04-36;45.06455083;7.66074814;12;142051-7;12232;222;88;#ffcc00;-100;LTE;
2014-08-29 16-04-42;45.0647841;7.6606196;40;142051-7;12232;222;88;#ffc400;-101;LTE;
2014-08-29 16-04-46;45.06446427;7.66074029;12;142051-7;12232;222;88;#ffd100;-99;LTE;
2014-08-29 16-04-56;45.064399;7.66069447;12;142051-7;12232;222;88;#ffb300;-105;LTE;
2014-08-29 16-05-01;45.0647841;7.6606196;40;142051-7;12232;222;88;#ffc400;-101;LTE;
2014-08-29 16-05-01;45.06435902;7.66066522;11;142051-7;12232;222;88;#ffc400;-101;LTE;
2014-08-29 16-05-06;45.06430667;7.66063129;11;142051-7;12232;222;88;#ffc400;-101;LTE;
2014-08-29 16-05-11;45.06427094;7.66057658;11;142051-7;12232;222;88;#ffc400;-101;LTE;
2014-08-29 16-05-16;45.06419365;7.66054083;11;142051-7;12232;222;88;#ffe600;-95;LTE;
2014-08-29 16-05-21;45.0642655;7.6601214;36;142051-7;12232;222;88;#ffb300;-105;LTE;
2014-08-29 16-05-21;45.06415277;7.66051308;11;142051-7;12232;222;88;#ffb300;-105;LTE;
2014-08-29 16-05-26;45.06411117;7.6604744;11;142051-7;12232;222;88;#ffbb00;-103;LTE;
2014-08-29 16-05-41;45.0642655;7.6601214;36;142050-8;12232;222;88;#ffd900;-97;LTE;
2014-08-29 16-06-00;45.0642007;7.6601425;42;142061-6;12232;222;88;#ffdd00;-96;LTE;
2014-08-29 16-06-19;45.06366459;7.66024576;46;142061-6;12232;222;88;#ffee00;-93;LTE;
2014-08-29 16-06-20;45.0637521;7.6597539;34;142061-6;12232;222;88;#ffee00;-93;LTE;
2014-08-29 16-06-25;45.0637094;7.66024527;32;142061-6;12232;222;88;#ffbb00;-103;LTE;
2014-08-29 16-06-35;45.0636391;7.66025014;37;142061-6;12232;222;88;#ffd100;-99;LTE;
2014-08-29 16-06-40;45.0636584;7.6596828;37;142061-6;12232;222;88;#ffe600;-95;LTE;
2014-08-29 16-06-40;45.06360686;7.66030142;44;142061-6;12232;222;88;#ffe600;-95;LTE;
2014-08-29 16-06-45;45.06352631;7.66013636;40;142061-6;12232;222;88;#ffe600;-95;LTE;
2014-08-29 16-06-50;45.063448;7.66006652;41;142061-12;12232;222;88;#ffe600;-95;LTE;
2014-08-29 16-06-55;45.06342364;7.65993273;33;142061-12;12232;222;88;#ff9100;-111;LTE;
2014-08-29 16-07-00;45.06339463;7.65975345;32;142061-12;12232;222;88;#ff6f00;-118;LTE;
2014-08-29 16-07-01;45.0635472;7.6595806;42;142061-12;12232;222;88;#ff6f00;-118;LTE;
2014-08-29 16-07-05;45.06342228;7.65959324;25;142061-12;12232;222;88;#ff8000;-115;LTE;
2014-08-29 16-07-14;45.06356192;7.65972763;16;17277;13041;222;88;#cdff00;-77;UMTS;
2014-08-29 16-07-19;45.0634454;7.6594305;37;17277;13041;222;88;#cdff00;-77;UMTS;
2014-08-29 16-07-19;45.06366487;7.65982513;13;17277;13041;222;88;#cdff00;-77;UMTS;
2014-08-29 16-07-24;45.06371838;7.65988056;14;17277;13041;222;88;#cdff00;-77;UMTS;
2014-08-29 16-07-34;45.06384089;7.65990946;22;32168;13041;222;88;#efff00;-81;UMTS;
2014-08-29 16-07-39;45.063544;7.6595591;45;32168;13041;222;88;#deff00;-79;UMTS;
2014-08-29 16-07-39;45.06394294;7.65994837;22;32168;13041;222;88;#deff00;-79;UMTS;
2014-08-29 16-07-45;45.0638143;7.6597516;40;32168;13041;222;88;#ffee00;-85;UMTS;
2014-08-29 16-08-01;45.0641331;7.6600509;46;3777;13041;222;88;#ffee00;-85;UMTS;
2014-08-29 16-08-01;45.06420959;7.65995292;41;3777;13041;222;88;#ffee00;-85;UMTS;
2014-08-29 16-08-07;45.06424549;7.66004056;19;32168;13041;222;88;#ffff00;-83;UMTS;
2014-08-29 16-08-17;45.06428786;7.66012784;12;32168;13041;222;88;#ffff00;-83;UMTS;
2014-08-29 16-08-21;45.064201;7.6601429;36;32168;13041;222;88;#ffee00;-85;UMTS;
2014-08-29 16-08-22;45.06438029;7.66020505;12;32168;13041;222;88;#ffee00;-85;UMTS;
2014-08-29 16-08-27;45.06447435;7.66021823;15;32168;13041;222;88;#ff9900;-95;UMTS;
2014-08-29 16-08-32;45.06458251;7.66030246;14;31085;13041;222;88;#ffcc00;-89;UMTS;
2014-08-29 16-08-37;45.06469556;7.66034913;15;17368;13041;222;88;#ffcc00;-89;UMTS;
2014-08-29 16-08-42;45.06477051;7.66040652;11;17368;13041;222;88;#ffee00;-85;UMTS;
2014-08-29 16-08-47;45.06480632;7.66046429;13;17368;13041;222;88;#ffcc00;-89;UMTS;
2014-08-29 16-08-52;45.06486066;7.66053882;11;17368;13041;222;88;#ffcc00;-89;UMTS;
2014-08-29 16-08-57;45.06493215;7.66058041;12;17368;13041;222;88;#ffff00;-83;UMTS;
2014-08-29 16-09-02;45.06500035;7.66061002;12;17277;13041;222;88;#ffdd00;-87;UMTS;
2014-08-29 16-09-04;45.0648003;7.6605821;37;32168;13041;222;88;#ffbb00;-91;UMTS;
2014-08-29 16-09-07;45.06504211;7.66062884;13;32168;13041;222;88;#efff00;-81;UMTS;
2014-08-29 16-09-07;45.0648003;7.6605821;37;32168;13041;222;88;#efff00;-81;UMTS;
2014-08-29 16-09-12;45.06508575;7.6606625;12;32168;13041;222;88;#ffcc00;-89;UMTS;
2014-08-29 16-09-22;45.06515533;7.66072363;14;32168;13041;222;88;#ffdd00;-87;UMTS;
2014-08-29 16-09-27;45.06516812;7.66082248;13;32168;13041;222;88;#ffcc00;-89;UMTS;
2014-08-29 16-09-28;45.0653655;7.6609088;37;32168;13041;222;88;#ffcc00;-89;UMTS;
2014-08-29 16-09-32;45.06514471;7.66092084;12;32168;13041;222;88;#efff00;-81;UMTS;
2014-08-29 16-09-37;45.06511789;7.6610397;17;32168;13041;222;88;#ffdd00;-87;UMTS;
2014-08-29 16-09-42;45.06510302;7.66116138;34;32168;13041;222;88;#ffdd00;-87;UMTS;
2014-08-29 16-09-47;45.0653655;7.6609088;37;32168;13041;222;88;#ffee00;-85;UMTS;
2014-08-29 16-09-52;45.06507414;7.6612159;38;17277;13041;222;88;#ff7700;-99;UMTS;
2014-08-29 16-10-46;45.06471627;7.66189714;48;31642;13041;222;88;#ffaa00;-93;UMTS;
2014-08-29 16-10-53;45.0648295;7.6619296;21;31642;13041;222;88;#ffbb00;-91;UMTS;
2014-08-29 16-10-59;45.0647241;7.6618726;40;31642;13041;222;88;#ff8800;-97;UMTS;
2014-08-29 16-11-02;45.06478976;7.66199752;44;31642;13041;222;88;#ffaa00;-93;UMTS;
2014-08-29 18-43-31;45.0607765;7.6615146;39;142050-8;12232;222;88;#fbff00;-89;LTE;
2014-08-29 18-43-40;45.06098508;7.66177065;34;142050-8;12232;222;88;#fff300;-92;LTE;
2014-08-29 18-43-46;45.06105265;7.66196535;17;142050-8;12232;222;88;#fff300;-92;LTE;
2014-08-29 18-43-56;45.06149837;7.6623053;17;142050-8;12232;222;88;#fff300;-92;LTE;
2014-08-29 18-44-01;45.06167223;7.66239155;16;142050-8;12232;222;88;#fff300;-92;LTE;
2014-08-29 18-44-06;45.06189096;7.66257368;12;142050-8;12232;222;88;#fff300;-92;LTE;
2014-08-29 18-44-11;45.06206421;7.66275255;11;142050-8;12232;222;88;#fff300;-92;LTE;
2014-08-29 18-44-21;45.06236595;7.6630034;10;142050-8;12232;222;88;#fff300;-92;LTE;
2014-08-29 18-44-26;45.06247058;7.66309297;11;142050-8;12232;222;88;#fff300;-92;LTE;
2014-08-29 18-44-31;45.06240331;7.66327015;12;142050-8;12232;222;88;#fff300;-92;LTE;
